epoch,loss,cumulative_epoch,iteration
1,0.10104332789157881,1,1
2,0.09700465897913176,2,1
3,0.0962773050798411,3,1
1,0.0993613561375901,4,2
2,0.09568184620628059,5,2
3,0.09523551353502643,6,2
