iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.05,64,61,0.9603188997495572,0.8899519770057605,0.9251665471761399,106.36328125,13897
2,0.05,64,58,0.9617389760786599,0.8924033124212721,0.9296796306305148,106.36328125,13897
