,Accuracy,Recall,Precision
0,0.9076654891580045,0.6824396882331288,0.8981215948962362
1,0.9386281255476338,0.7967687102871375,0.9333249857841253
2,0.9478744892594608,0.8271646696095001,0.946585638520582
3,0.955741968806781,0.8609302162035884,0.9477526887377905
4,0.9584766788721742,0.8713125723774002,0.9507085190212818
5,0.9594635725551323,0.8757499693768276,0.9508239432659004
6,0.961239058853912,0.8868584363133116,0.9481666361759288
7,0.9614973114064619,0.8868326989817641,0.9498647190080349
8,0.961059204397672,0.8840787496492803,0.9506219520731577
9,0.9621890593150774,0.896587152353176,0.9432943360143377
