,Accuracy,Recall,Precision
0,0.9196557862406729,0.7252954298104989,0.9088741938820689
1,0.94024220400107,0.8031113479097387,0.9223475433648766
2,0.9534638123610739,0.8526973791565137,0.9357739612933367
3,0.9539526475498289,0.8514543233314449,0.9406482922672257
4,0.9563737652299831,0.8616983058968891,0.9456201699196567
5,0.9602798350872986,0.8782864291564213,0.9451060094603303
6,0.9543492496841018,0.8488561974580232,0.9514485052774232
7,0.9598140581621641,0.8728821309071595,0.9513312543435208
8,0.9618431853607696,0.8848694550091569,0.9493289691555684
9,0.9630837199435534,0.8878942048731879,0.9495114572043949
