iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9607703914085383,0.8914861638199321,0.9251955353510674,106.36328125,13897
2,0.1,64,52,0.9608282749545615,0.8915229787416546,0.9258601290359711,106.36328125,13897
3,0.1,64,47,0.9589374124511366,0.8843641285558854,0.9243442759859164,106.36328125,13897
