epoch,loss,cumulative_epoch,iteration
1,0.09487042288901713,1,1
2,0.09071682689318904,2,1
3,0.08990007049524688,3,1
1,0.09316645629171244,4,2
2,0.08940180883354955,5,2
3,0.08893602515345966,6,2
