baseline_accuracy,baseline_recall,baseline_precision,baseline_size_kb,baseline_params,final_accuracy,final_recall,final_precision,final_size_kb,final_params,accuracy_drop,size_reduction_kb,compression_ratio,target_pruning_pct,num_iterations,total_epochs
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897,0.9621595965130952,0.8959943592769644,0.9284822553977632,51.44140625,12649,-0.0021725624274044897,4.921875,1.0956792467157719,10.0,2,6
