iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9619999081184424,0.8955712940431011,0.9537579285446055,106.36328125,13897
2,0.1,64,52,0.9628692490096228,0.8966566342381321,0.9558551054347758,106.36328125,13897
