epoch,loss,cumulative_epoch,iteration
1,0.10256614059685433,1,1
2,0.09826861382989896,2,1
3,0.09760677719861237,3,1
1,0.10146158850171023,4,2
2,0.09758613498012031,5,2
3,0.09713088791833095,6,2
4,0.09641777715965756,7,2
