,Accuracy,Recall,Precision
0,0.9019193698637717,0.6503134459081625,0.897536474554052
1,0.934394628346907,0.7719335741619117,0.9327902700947156
2,0.9489490043441768,0.8295239298509175,0.9429586972763413
3,0.9544414827385839,0.8502871704974835,0.9513344234341468
4,0.9569825033895647,0.8623807301003907,0.9487381038722642
5,0.9559402698739174,0.8610658329224006,0.9481147946615005
6,0.95980944650944,0.8759552684859315,0.951246300639051
7,0.9605334759871242,0.8775881260149522,0.9525112834047011
8,0.9607133304433643,0.877925358030747,0.9535919398394037
9,0.9615526512391511,0.8862675169182241,0.9482348624497969
