iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9616818565728886,0.8947082989138956,0.953210255229304,106.36328125,13897
2,0.1,64,52,0.9617878737547398,0.8970801092744243,0.9488016316156808,106.36328125,13897
3,0.1,64,47,0.9577556869383298,0.8813454790739828,0.9522585828574346,106.36328125,13897
4,0.1,64,42,0.9591692493630134,0.8891058203215796,0.948681793721567,106.36328125,13897
