epoch,loss,cumulative_epoch,iteration
1,0.09948832878783505,1,1
2,0.0949643117294086,2,1
3,0.09462011736414905,3,1
1,0.09907774716536157,4,2
2,0.09509049842816553,5,2
3,0.09479688226900723,6,2
4,0.09409940759008688,7,2
