iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.05,64,61,0.9606893544441057,0.8903876446890224,0.9254188521209169,106.36328125,13897
2,0.05,64,58,0.9611176926846775,0.8931767951706657,0.9256467424018402,106.36328125,13897
