,Accuracy,Recall,Precision
0,0.9267209239044008,0.8301662434199025,0.8859275043384223
1,0.9415032529605298,0.8527769984837335,0.9270061962539854
2,0.9507090782512819,0.8712669583045747,0.9397335700666216
3,0.9538224494916476,0.8765943977960109,0.9456647390266276
4,0.9564198704470038,0.8837527000206385,0.9480426157844141
5,0.9602364889936496,0.8950282406581748,0.9487600882453577
6,0.9610669569181512,0.8987906966317661,0.9484935838569353
7,0.961300194718224,0.894798311665052,0.9516866953893188
8,0.9601834804027239,0.8952674092230678,0.9428506592061664
9,0.964798761719316,0.9081825648301207,0.9506040883986453
