,Accuracy,Recall,Precision
0,0.9439417151280577,0.8110279129759391,0.9095093063610229
1,0.9527477319297216,0.8722059947658443,0.9051804924626747
2,0.9549936135154221,0.8697270934434649,0.9195407663286673
3,0.9556804982615642,0.8681331433104755,0.9235466230428251
4,0.9570928567845304,0.8798306272054417,0.9210599328040464
5,0.9576562566324897,0.8842337199820417,0.9189236681326903
6,0.9584666262768146,0.8848084356446748,0.9223130644696369
7,0.9582659633172674,0.8793486987482535,0.925721142429411
8,0.9597593588046662,0.8861370677789525,0.9261352812643636
9,0.9603497709741029,0.8842176190770363,0.9310795673668728
