iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9604925503876268,0.8899677327847865,0.9263798715033259,106.36328125,13897
2,0.1,64,52,0.9602532983973976,0.8880188990329824,0.9271773819855719,106.36328125,13897
3,0.1,64,47,0.9593889041101177,0.8828407574073076,0.9275884455365395,106.36328125,13897
4,0.1,64,42,0.9584704851798828,0.8801816643398797,0.9267653792023388,106.36328125,13897
5,0.1,64,38,0.9566259295132765,0.8743159788472135,0.9230863803311008,106.36328125,13897
