epoch,loss,cumulative_epoch,iteration
1,0.09622081027373466,1,1
2,0.09183577325027592,2,1
3,0.09101075636303822,3,1
1,0.09641022552243195,4,2
2,0.09435775630303224,5,2
3,0.09386837206239845,6,2
1,0.09877713004341611,7,3
2,0.09711102714905336,8,3
3,0.09689870491334727,9,3
1,0.11035129831363552,10,4
2,0.1056921901546241,11,4
3,0.1043943879258482,12,4
1,0.1131196109600813,13,5
2,0.10944872550078869,14,5
3,0.10821909556037596,15,5
4,0.10749848954920677,16,5
