prune_pct,compression,baseline_f1,final_f1,f1_drop,f1_drop_std,baseline_recall,final_recall,baseline_precision,final_precision,baseline_accuracy,final_accuracy,final_size_kb,compression_benefit,f1_penalty,f1_score
10,1.095679246715772,91.92995217711186,91.74437934861798,0.18557282849387277,0.48143426993106625,89.83203185483329,89.3795357204159,94.13458567946313,94.24872769868945,96.28512581933619,96.2376183747122,51.44140625,0.7435982922133145,0.08970313845427162,0.653895153759043
20,1.2116046687379294,91.92995217711186,91.66691737461569,0.26303480249616734,0.3099899797458835,89.83203185483329,89.12714444274879,94.13458567946313,94.36204162974897,96.28512581933619,96.1804529159553,46.51953125,0.8222727273622586,0.12714710175032307,0.6951256256119356
30,1.3287595542867667,91.92995217711186,91.63918714776894,0.2907650293429098,0.1845527690858571,89.83203185483329,89.36991564766234,94.13458567946313,94.03629709728088,96.28512581933619,96.21080209288387,42.41796875,0.9017815554063116,0.14055147995800787,0.7612300754483037
40,1.4709960240595372,91.92995217711186,91.46569912427847,0.46425305283338175,0.22273114013867867,89.83203185483329,89.17668187247094,94.13458567946313,93.88049834150752,96.28512581933619,96.12808734229561,38.31640625,0.9983123570350839,0.2244130038547435,0.7738993531803404
50,1.4734827368342809,91.92995217711186,89.86120818786476,2.068743989247077,1.3360428804842868,89.83203185483329,86.76451163187447,94.13458567946313,93.221306633647,96.28512581933619,95.50961010133085,39.774739583333336,1.0,1.0,0.0
