baseline_accuracy,baseline_recall,baseline_precision,baseline_size_kb,baseline_params,final_accuracy,final_recall,final_precision,final_size_kb,final_params,accuracy_drop,size_reduction_kb,compression_ratio,target_pruning_pct,num_iterations,total_epochs
0.9644994973298531,0.8969168406234675,0.9512110300425901,56.36328125,13897,0.962129107829664,0.8867154575207788,0.9475591666632148,51.44140625,12649,0.002370389500189085,4.921875,1.0956792467157719,10.0,2,6
