iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.05,64,61,0.962797797474659,0.8890031003171718,0.9500112865799529,106.36328125,13897
2,0.05,64,58,0.9619907582479409,0.8848957601649252,0.950050615179672,106.36328125,13897
