epoch,loss,cumulative_epoch,iteration
1,0.09835814956938102,1,1
2,0.09410328529104889,2,1
3,0.09338709218649999,3,1
1,0.09636218454615332,4,2
2,0.09271253382316938,5,2
3,0.09190466712487566,6,2
