iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9603960778109215,0.8896537505212277,0.9261365063302065,106.36328125,13897
2,0.1,64,52,0.960496409290695,0.8951276236290224,0.9221406422696907,106.36328125,13897
