iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9603613476833075,0.8912145976539222,0.9244948039729252,106.36328125,13897
2,0.1,64,52,0.9597863711261437,0.8870563790621053,0.9258445840990648,106.36328125,13897
3,0.1,64,47,0.9591573699260248,0.8829290789203703,0.9264467658959983,106.36328125,13897
4,0.1,64,42,0.9581116071945389,0.8813228470141204,0.9235985465717478,106.36328125,13897
