,Accuracy,Recall,Precision
0,0.8187291698068968,0.521577733633183,0.886517942610648
1,0.8828317339094609,0.7052169623284205,0.937247350943019
2,0.918680600914435,0.8116015052509956,0.9411922964941398
3,0.9233030196452796,0.8278702229897472,0.9401262647110403
4,0.9288214507025742,0.840506452873457,0.9446025436313285
5,0.9265939808069136,0.8371249895696066,0.9452707855439894
6,0.9277830812775294,0.841404101587971,0.9434586981581455
7,0.934507360699392,0.8585431888394253,0.9449516716699635
8,0.9330921636604197,0.8551394703883165,0.9455506654488965
9,0.9354452427607228,0.8633290292514161,0.944697231328673
