baseline_accuracy,baseline_recall,baseline_precision,baseline_size_kb,baseline_params,final_accuracy,final_recall,final_precision,final_size_kb,final_params,accuracy_drop,size_reduction_kb,compression_ratio,target_pruning_pct,num_iterations,total_epochs
0.9644994973298531,0.8969168406234675,0.9512110300425901,56.36328125,13897,0.9634065356342406,0.8909777952421336,0.9516518871897516,46.51953125,11401,0.00109296169561246,9.84375,1.2116046687379294,20.0,2,7
