epoch,loss,cumulative_epoch,iteration
1,0.09954974995028866,1,1
2,0.09518963243768877,2,1
3,0.0945141619709412,3,1
1,0.09877272895943677,4,2
2,0.09501718212355936,5,2
3,0.0942456787114361,6,2
4,0.09389565826423753,7,2
