epoch,loss,cumulative_epoch,iteration
1,0.09827630074590607,1,1
2,0.09386619848838099,2,1
3,0.0935086788884548,3,1
1,0.09651646612859677,4,2
2,0.09262984733703175,5,2
3,0.09238410325789971,6,2
