iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.05,64,61,0.9641351767646489,0.8990666875481766,0.9472696873243068,106.36328125,13897
2,0.05,64,58,0.9615572628918752,0.8811055195588745,0.9543151332347394,106.36328125,13897
