,Accuracy,Recall,Precision
0,0.9400442230291617,0.7993680729257173,0.8954295344071174
1,0.9514241281773244,0.8549265775108055,0.9092114772156666
2,0.9544302136674628,0.8742520491851092,0.9119179699524811
3,0.9534191810635909,0.8840050198811154,0.9029236756334914
4,0.9560355173438398,0.8875134165966279,0.9095863699161818
5,0.9578916497196507,0.8840838317020309,0.9201808074431227
6,0.9592113945689799,0.8877901067734575,0.922554811355152
7,0.9600603532439869,0.8865606488959898,0.9267732873224196
8,0.9590724740585241,0.8879571392539377,0.9223342252007652
9,0.9598172423506894,0.8850696027696643,0.9268426828698442
