epoch,loss,cumulative_epoch,iteration
1,0.09610514542246418,1,1
2,0.09188435159724889,2,1
3,0.09100146296731672,3,1
1,0.09542847161155382,4,2
2,0.09374215031457243,5,2
3,0.09309446307127506,6,2
1,0.09906733056322549,7,3
2,0.09685149460648267,8,3
3,0.0967074269779367,9,3
1,0.1084902357414839,10,4
2,0.10392798571496595,11,4
3,0.10296159342118001,12,4
1,0.11687323085350373,13,5
2,0.11169544927940891,14,5
3,0.10997669050685313,15,5
4,0.10894423486565383,16,5
