baseline_accuracy,baseline_recall,baseline_precision,baseline_size_kb,baseline_params,final_accuracy,final_recall,final_precision,final_size_kb,final_params,accuracy_drop,size_reduction_kb,compression_ratio,target_pruning_pct,num_iterations,total_epochs
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897,0.959485376686823,0.8865519908282036,0.9245186586443672,46.51953125,11401,0.0005016573988677608,9.84375,1.2116046687379294,20.0,2,7
