epoch,loss,cumulative_epoch,iteration
1,0.09610568920353306,1,1
2,0.09188367754246746,2,1
3,0.09099763090618279,3,1
1,0.09589213312509298,4,2
2,0.0920679869658907,5,2
3,0.09134281634549722,6,2
4,0.09094093369748674,7,2
