epoch,loss,cumulative_epoch,iteration
1,0.10108415916933823,1,1
2,0.09671606642898083,2,1
3,0.09639497427740956,3,1
1,0.0993785339749832,4,2
2,0.09577542970109267,5,2
3,0.09519986140187192,6,2
