iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9620387810851212,0.8969632088436563,0.9519646886467971,106.36328125,13897
2,0.1,64,52,0.9588865368780767,0.8868606779155618,0.9461905088437346,106.36328125,13897
3,0.1,64,47,0.9615334325182968,0.894729431142418,0.9532910195656106,106.36328125,13897
