epoch,loss,cumulative_epoch,iteration
1,0.10261438584176577,1,1
2,0.09808817118208094,2,1
3,0.09776880259808712,3,1
1,0.1016837304442111,4,2
2,0.09796671778816213,5,2
3,0.0973758066536231,6,2
1,0.10189192629471847,7,3
2,0.10009741507673278,8,3
3,0.09978539332154307,9,3
4,0.09950229395096674,10,3
