,Train,Test
0,0.7026870604443982,0.5059931692921847
1,0.27125856224616435,0.3501465640570829
2,0.19674405787106342,0.29000214623468995
3,0.16605703553824755,0.25631919036053386
4,0.14785057654859848,0.23321704318525324
5,0.13477919410804368,0.21264932983198542
6,0.12442649449844784,0.205367230419928
7,0.11691487195786478,0.2119215835876052
8,0.11033029850823657,0.20663492009542794
9,0.105259208464277,0.20055872929808538
