,Accuracy,Recall,Precision
0,0.9162181550890014,0.780700173087886,0.8726785459933518
1,0.9360857749679298,0.8426932821765053,0.8965915206955165
2,0.9412558795362101,0.8626784349349691,0.9019579596484008
3,0.9442102250037989,0.8504621379062819,0.92159955769805
4,0.9508575023058737,0.8673720663848388,0.929025804616782
5,0.9548684856859135,0.8793510795541568,0.9386370032308109
6,0.9521438441123358,0.8706802583659232,0.9302832803906185
7,0.9549992402101968,0.878174133540581,0.935127127476391
8,0.9545681036706682,0.8791389099061275,0.9236859086286712
9,0.9475426984199906,0.8566497223041285,0.9103827458453265
