,Accuracy,Recall,Precision
0,0.9422939635179304,0.7988948869771901,0.9181903681385226
1,0.9515128829478933,0.8600375548874108,0.9091976887118477
2,0.9561937323696366,0.8720847567004337,0.9214123593498218
3,0.9554682585928124,0.8794552576459023,0.9130395263137222
4,0.9560972597929313,0.8836042872302372,0.9131559735307923
5,0.9580614414546521,0.8861482360051142,0.9193644940184587
6,0.9587791974253399,0.8890036732283961,0.9198026872888233
7,0.9603227586526254,0.8838151278094057,0.930233709530563
8,0.9584357550522689,0.8787115272157401,0.9268095706802356
9,0.9593078671456852,0.8765571343201138,0.930967721454382
