iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9642550797354756,0.8990815103875629,0.947346772440194,106.36328125,13897
2,0.1,64,52,0.9613220686029459,0.8791788082096254,0.9560796091443222,106.36328125,13897
3,0.1,64,47,0.9631436714289667,0.8907373499202524,0.9506176029184749,106.36328125,13897
