epoch,loss,cumulative_epoch,iteration
1,0.09948354829665569,1,1
2,0.09496301418575204,2,1
3,0.09462522477818948,3,1
1,0.09907352450502221,4,2
2,0.09510711037966638,5,2
3,0.09480944536684895,6,2
1,0.09972648113179094,7,3
2,0.09773441275394182,8,3
3,0.09711485346429462,9,3
4,0.09706613410344611,10,3
