epoch,loss,cumulative_epoch,iteration
1,0.09954599320297368,1,1
2,0.09517590214267543,2,1
3,0.09450003017736,3,1
1,0.09925657584835587,4,2
2,0.09740999602565334,5,2
3,0.09667640660691848,6,2
1,0.10199724257034008,7,3
2,0.10029825935375834,8,3
3,0.10002324619628812,9,3
1,0.11047339931962841,10,4
2,0.10636264330746675,11,4
3,0.10556725575376248,12,4
1,0.12178951845400747,13,5
2,0.11363477783876938,14,5
3,0.11177603683219836,15,5
4,0.11097202061060106,16,5
