iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9642827496518203,0.8994394483361392,0.9470644575479366,106.36328125,13897
2,0.1,64,52,0.9606164857361581,0.8776031210638655,0.9539726996487914,106.36328125,13897
3,0.1,64,47,0.9614788647955654,0.8832569519504482,0.949658436043421,106.36328125,13897
4,0.1,64,42,0.9624842050894199,0.8905984852072534,0.9488213441699159,106.36328125,13897
