baseline_accuracy,baseline_recall,baseline_precision,baseline_size_kb,baseline_params,final_accuracy,final_recall,final_precision,final_size_kb,final_params,accuracy_drop,size_reduction_kb,compression_ratio,target_pruning_pct,num_iterations,total_epochs,filter,subject,prune_pct,seed,exp_name
0.9644994973298532,0.8969168406234675,0.95121103004259,56.36328125,13897.0,0.9635218269523432,0.8902564010060494,0.9525553928844764,56.36328125,13897.0,0.0009776703775098,0.0,1.0,30.0,3.0,10.0,ema,3,30,123,ema_s03_prune30pct_seed123
0.9644994973298532,0.8969168406234675,0.95121103004259,56.36328125,13897.0,0.9631482830816908,0.8908985229669278,0.9504038515280758,56.36328125,13897.0,0.0013512142481622,0.0,1.0,30.0,3.0,10.0,ema,3,30,42,ema_s03_prune30pct_seed42
0.9644994973298532,0.8969168406234675,0.95121103004259,56.36328125,13897.0,0.9630468267217606,0.8903243829369991,0.9505488362294128,56.36328125,13897.0,0.0014526706080925,0.0,1.0,30.0,3.0,10.0,ema,3,30,456,ema_s03_prune30pct_seed456
0.9644994973298532,0.8969168406234675,0.95121103004259,56.36328125,13897.0,0.9627193993783492,0.8909832483062441,0.948171753208744,56.36328125,13897.0,0.0017800979515039,0.0,1.0,40.0,4.0,13.0,ema,3,40,123,ema_s03_prune40pct_seed123
0.9644994973298532,0.8969168406234675,0.95121103004259,56.36328125,13897.0,0.962576438143902,0.8906629215438666,0.9491580373688135,56.36328125,13897.0,0.001923059185951,0.0,1.0,40.0,4.0,13.0,ema,3,40,42,ema_s03_prune40pct_seed42
0.9644994973298532,0.8969168406234675,0.95121103004259,56.36328125,13897.0,0.9622859040222836,0.8891280018474138,0.9484859743737676,56.36328125,13897.0,0.0022135933075695,0.0,1.0,40.0,4.0,13.0,ema,3,40,456,ema_s03_prune40pct_seed456
0.9644994973298532,0.8969168406234675,0.95121103004259,56.36328125,13897.0,0.957300707427528,0.8681437913670479,0.9405295917332096,56.36328125,13897.0,0.0071987899023251,0.0,1.0,50.0,5.0,16.0,ema,3,50,123,ema_s03_prune50pct_seed123
0.9644994973298532,0.8969168406234675,0.95121103004259,56.36328125,13897.0,0.9534084725283848,0.8469037831555252,0.9465143469457006,56.36328125,13897.0,0.0110910248014683,0.0,1.0,50.0,5.0,16.0,ema,3,50,42,ema_s03_prune50pct_seed42
0.9644994973298532,0.8969168406234675,0.95121103004259,56.36328125,13897.0,0.955073279161786,0.8567643766081323,0.9389970409911724,56.36328125,13897.0,0.0094262181680671,0.0,1.0,50.0,5.0,16.0,ema,3,50,456,ema_s03_prune50pct_seed456
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.9616000555682042,0.8933224991577691,0.928201557701772,56.36328125,13897.0,-0.0016130214825134,0.0,1.0,10.0,2.0,6.0,ema,6,10,123,ema_s06_prune10pct_seed123
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.9611524228122914,0.892771116719118,0.926008659949149,56.36328125,13897.0,-0.0011653887266006,0.0,1.0,10.0,2.0,6.0,ema,6,10,42,ema_s06_prune10pct_seed42
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.96163092679275,0.8918191933534165,0.9296421198000706,56.36328125,13897.0,-0.0016438927070591,0.0,1.0,10.0,2.0,6.0,ema,6,10,456,ema_s06_prune10pct_seed456
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.9603652065863758,0.8966669351813359,0.9206550509083046,56.36328125,13897.0,-0.000378172500685,0.0,1.0,20.0,2.0,7.0,ema,6,20,123,ema_s06_prune20pct_seed123
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.9593541739825038,0.8888766105310776,0.9221880611078872,56.36328125,13897.0,0.0006328601031869,0.0,1.0,20.0,2.0,7.0,ema,6,20,42,ema_s06_prune20pct_seed42
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.960403795617058,0.889167436413065,0.9268238336616292,56.36328125,13897.0,-0.0004167615313671,0.0,1.0,20.0,2.0,7.0,ema,6,20,456,ema_s06_prune20pct_seed456
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.9591264987014791,0.8882535871507227,0.9224153180111312,56.36328125,13897.0,0.0008605353842116,0.0,1.0,30.0,3.0,10.0,ema,6,30,123,ema_s06_prune30pct_seed123
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.9590300261247736,0.8844570642690298,0.92468297273493,56.36328125,13897.0,0.000957007960917,0.0,1.0,30.0,3.0,10.0,ema,6,30,42,ema_s06_prune30pct_seed42
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.9594737999776184,0.8855437101423889,0.9253393516654878,56.36328125,13897.0,0.0005132341080723,0.0,1.0,30.0,3.0,10.0,ema,6,30,456,ema_s06_prune30pct_seed456
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.957968827781015,0.8805609686136584,0.9240144141470256,56.36328125,13897.0,0.0020182063046757,0.0,1.0,40.0,4.0,13.0,ema,6,40,123,ema_s06_prune40pct_seed123
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.9576060908926028,0.8776999709166514,0.9246468461195392,56.36328125,13897.0,0.0023809431930879,0.0,1.0,40.0,4.0,13.0,ema,6,40,42,ema_s06_prune40pct_seed42
0.9599870340856907,0.8933855277648199,0.921639825042018,56.36328125,13897.0,0.9583971660215868,0.8813518076885819,0.9250271364322104,56.36328125,13897.0,0.0015898680641039,0.0,1.0,40.0,4.0,13.0,ema,6,40,456,ema_s06_prune40pct_seed456
