,Accuracy,Recall,Precision
0,0.9171101539369679,0.7108927648364649,0.9041507139324301
1,0.9420960883961594,0.802382624219562,0.9431394106898697
2,0.954003375729794,0.8518720914273581,0.9491543859102375
3,0.9547181819020301,0.8532609761248782,0.9525844283173293
4,0.9589378441445845,0.8774535825375602,0.94678238730445
5,0.9595235240405456,0.8766455174208378,0.9502666860732953
6,0.9602106602964371,0.8812922235418983,0.9476484213740413
7,0.9576281347709392,0.8668498524776419,0.9506057890644476
8,0.9614880881010136,0.8886205594136362,0.9464931759615878
9,0.9625072633530405,0.8939242808981085,0.9455729388325789
