,Accuracy,Recall,Precision
0,0.9141614217610867,0.776301817692907,0.8800939624339443
1,0.9294526332901019,0.8190966520693467,0.897645029936317
2,0.9493661939478325,0.8658025449852182,0.9397886459527116
3,0.9539284666734988,0.8698507150721607,0.951962200862791
4,0.9543984761797062,0.8748373171893531,0.943282638790991
5,0.9588865368780767,0.8907053943952988,0.9458348821233251
6,0.9559569287529199,0.882659688065733,0.9356751655692497
7,0.956416336540942,0.8796595552172845,0.9432418061499647
8,0.9559852000014135,0.884726732645432,0.9333350678865429
9,0.9568086001137918,0.8833387327295485,0.935122646170252
