pruned_model,pruned_size_kb,quantized_model,quantized_size_kb,compression_ratio,size_reduction_kb,size_reduction_percent,baseline_accuracy,baseline_recall,baseline_precision,baseline_f1,quantized_accuracy,quantized_recall,quantized_precision,quantized_f1,accuracy_drop,recall_drop,precision_drop,f1_drop,final_train_loss,final_val_loss,qat_epochs,learning_rate,random_seed
outputs/pruning/ema_s02_prune40pct_seed42/pruned_final.pt,43.1953125,outputs/quantization/qat_s02_seed42/quantized_model.pt,19.41015625,2.225397464278527,23.78515625,55.06420690902514,0.9639435564523824,0.9104793068394874,0.9442097830527552,0.9270378237194277,0.9614839578334329,0.8995416025865465,0.9499152187447027,0.9240423980590066,0.00245959861894951,0.010937704252940939,-0.005705435691947591,0.0029954256604211027,0.10455307538602682,0.12319223663102603,5,1e-05,42
