epoch,train_loss,val_loss,val_accuracy,val_recall,val_precision
1,0.10784296687984764,0.13553728138478552,0.9544302813342616,0.8749372286356858,0.9461766155257646
2,0.10648187747298656,0.12699812984870523,0.9575471864806889,0.8848190164137838,0.9515929674531364
3,0.1057271956765325,0.1232971785468762,0.9602541585239581,0.8956715186247497,0.9474638088657119
4,0.10498046572270084,0.13635652410617938,0.9553526308163677,0.8800225617822323,0.9450249258323176
5,0.10455307538602682,0.12319223663102603,0.9614839578334329,0.8995416025865465,0.9499152187447027
