epoch,loss,cumulative_epoch,iteration
1,0.10248974206017758,1,1
2,0.09841121888448096,2,1
3,0.09767690490629151,3,1
1,0.10118536267027532,4,2
2,0.09746167488605946,5,2
3,0.09664656756742396,6,2
1,0.10276989426932398,7,3
2,0.10056941599947732,8,3
3,0.09986133258750202,9,3
4,0.0998348555822238,10,3
