iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9618938909365912,0.895485358719035,0.9533405258756605,106.36328125,13897
2,0.1,64,52,0.9619044926547763,0.8975879119002046,0.9489289132034717,106.36328125,13897
3,0.1,64,47,0.9576284663201082,0.8812682406550012,0.9522613281226097,106.36328125,13897
4,0.1,64,42,0.9574517710170228,0.8850094333220296,0.9423024695477192,106.36328125,13897
5,0.1,64,38,0.9568616087047174,0.8817107028778036,0.9457272577256133,106.36328125,13897
