iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9604308079385354,0.8900502648810067,0.9259912295504019,106.36328125,13897
2,0.1,64,52,0.9606005996735368,0.8896578750258974,0.9270053255827901,106.36328125,13897
3,0.1,64,47,0.9591689466352294,0.8880422836078778,0.9227928325598456,106.36328125,13897
