iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9604462435508082,0.8899974682029272,0.9261326392647622,106.36328125,13897
2,0.1,64,52,0.9602494394943294,0.8879644932369594,0.9272150550352274,106.36328125,13897
3,0.1,64,47,0.9595085301052323,0.8831004716497777,0.9279012575596962,106.36328125,13897
4,0.1,64,42,0.958042146939311,0.8807389976858915,0.924246027410541,106.36328125,13897
