epoch,loss,cumulative_epoch,iteration
1,0.09622679647665902,1,1
2,0.09184968931167525,2,1
3,0.09101912343440635,3,1
1,0.09641241546347534,4,2
2,0.09436876181069491,5,2
3,0.0938712575099787,6,2
1,0.09879261557499312,7,3
2,0.09693522282543082,8,3
3,0.09623357242457294,9,3
1,0.10312264981307366,10,4
2,0.10071400382639335,11,4
3,0.10077023154275053,12,4
4,0.1004703899632853,13,4
