epoch,loss,cumulative_epoch,iteration
1,0.1009990031993927,1,1
2,0.09702753441490282,2,1
3,0.09635974297420485,3,1
1,0.0991808620719247,4,2
2,0.09560703912238525,5,2
3,0.09478257697561714,6,2
