iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.05,64,61,0.9615758393910373,0.8946278310636915,0.9506712770600707,106.36328125,13897
2,0.05,64,58,0.9610528212939043,0.89546987859322,0.9453225352545319,106.36328125,13897
