epoch,loss,cumulative_epoch,iteration
1,0.09955374746068348,1,1
2,0.09518383240962097,2,1
3,0.09450384487461255,3,1
1,0.09857934925635764,4,2
2,0.09697622907511541,5,2
3,0.09628453029723887,6,2
1,0.10219564892969965,7,3
2,0.10015790948754491,8,3
3,0.09942855308571155,9,3
1,0.10486414597335773,10,4
2,0.10285905919524216,11,4
3,0.10277261309531999,12,4
4,0.10261861476508179,13,4
