baseline_accuracy,baseline_recall,baseline_precision,baseline_size_kb,baseline_params,final_accuracy,final_recall,final_precision,final_size_kb,final_params,accuracy_drop,size_reduction_kb,compression_ratio,target_pruning_pct,num_iterations,total_epochs
0.9644994973298531,0.8969168406234675,0.9512110300425901,56.36328125,13897,0.9622859040222835,0.8891280018474138,0.9484859743737675,56.36328125,13897,0.002213593307569539,0.0,1.0,40.0,4,13
