epoch,loss,cumulative_epoch,iteration
1,0.09948227935479972,1,1
2,0.09519322925648593,2,1
3,0.09433957332436523,3,1
1,0.09845192563635952,4,2
2,0.09704741272568418,5,2
3,0.09630285447728096,6,2
1,0.10241815715230236,7,3
2,0.1002339266821997,8,3
3,0.09959107153833656,9,3
1,0.10490484152781919,10,4
2,0.10270445056246143,11,4
3,0.10253732362335212,12,4
4,0.10254647265231712,13,4
