epoch,loss,cumulative_epoch,iteration
1,0.10261848099913978,1,1
2,0.09806052959689317,2,1
3,0.09776049752480119,3,1
1,0.10148795124543589,4,2
2,0.09981599790574633,5,2
3,0.09932097240919174,6,2
1,0.10494078316992347,7,3
2,0.1026225574908096,8,3
3,0.10266644130668623,9,3
1,0.11993098434123164,10,4
2,0.11260216269332293,11,4
3,0.11086158082747974,12,4
1,0.123631123285949,13,5
2,0.11751403673826719,14,5
3,0.11580946215247791,15,5
4,0.11482489030399315,16,5
