iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9604462435508082,0.8909846818010966,0.924957550743105,106.36328125,13897
2,0.1,64,52,0.9603652065863758,0.8888515389256023,0.9268798186444048,106.36328125,13897
