epoch,loss,cumulative_epoch,iteration
1,0.09948731406712369,1,1
2,0.0951884309164429,2,1
3,0.09433410653009953,3,1
1,0.09871748466610406,4,2
2,0.09515427568997778,5,2
3,0.0943272430082575,6,2
4,0.09385304530577677,7,2
