iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9624242536040066,0.8869413793314325,0.9494288872723997,106.36328125,13897
2,0.1,64,52,0.9624334769094548,0.8883748133601838,0.9500146378713266,106.36328125,13897
