,Accuracy,Recall,Precision
0,0.79103652715671,0.44094706001823003,0.9010031514601862
1,0.8885846354820881,0.725168019202839,0.9381546296205414
2,0.9068649617310623,0.780270518474891,0.9417592978898014
3,0.9155738665862768,0.8092151243629828,0.9398576300206564
4,0.9232946456983034,0.8328371757361138,0.9403596141415551
5,0.9172905257163911,0.816675395813544,0.938412473613717
6,0.928461370982599,0.8509906266389468,0.936924975255814
7,0.9235961077894455,0.8350687839859277,0.9379805569736085
8,0.9310656684921871,0.8587594425731014,0.9362298575169288
9,0.9292317741044064,0.8534380063755457,0.9363543598054005
