,Accuracy,Recall,Precision
0,0.9398126888450689,0.7998590784252734,0.9034404108841605
1,0.9524428785873328,0.8637589365490079,0.909564362795835
2,0.9551170984136049,0.8742314166901177,0.9152337225333678
3,0.956363524104638,0.8787187652925962,0.9186329123554604
4,0.95791480313806,0.8844160356618515,0.9193486011981837
5,0.9604655380661493,0.8941862997037304,0.9217481323200749
6,0.9600487765347823,0.8925116043406437,0.922463106137901
7,0.9603381942648983,0.8910149170122766,0.9231764155511988
8,0.9591766644413658,0.8941007873408419,0.9168946439165306
9,0.9602301449789883,0.8936988234094182,0.9214465841600369
