iteration,prune_amount,neurons_before,neurons_after,accuracy,recall,precision,model_size_kb,parameters
1,0.1,64,58,0.9620599845214914,0.8972716643165322,0.951557351236968,106.36328125,13897
2,0.1,64,52,0.9610033466090404,0.8946712408586613,0.9497222836196926,106.36328125,13897
